,muestra,AMCM,GDL,MTY,PROV,28 CDS,AMCM_upm,GDL_upm,MTY_upm,PROV_upm,28 CDS_upm
169,169,0.8098006644518272,0.7824675324675324,0.7911733046286329,0.8047419804741981,0.8033193437619229,334,85,85,467,971
170,170,0.7963467829880043,0.8045356371490281,0.8076923076923077,0.804456936358161,0.8019217962134906,334,85,85,467,971
171,171,0.7983561643835616,0.8197424892703863,0.7650727650727651,0.8126126126126126,0.8039662207040517,334,85,85,467,971
172,172,0.8066574202496533,0.829004329004329,0.7903055848261328,0.794984076433121,0.8015616073128928,334,85,85,467,971
173,173,0.7991825613079019,0.8061440677966102,0.8270042194092827,0.801002004008016,0.8031652767247915,334,85,85,467,971
174,174,0.8037026953444051,0.7868675995694295,0.7869379014989293,0.8065671641791045,0.8021020736672664,334,85,85,467,971
175,175,0.8001662971175166,0.8081140350877193,0.7655755015839493,0.8016793282686925,0.7984525742668832,334,85,85,467,971
176,176,0.8008241758241759,0.8008565310492506,0.8203208556149733,0.8090744830355351,0.8064823641563393,334,85,85,467,971
177,177,0.8144329896907216,0.8012684989429175,0.768990634755463,0.7971274685816876,0.8008373774859644,334,85,85,467,971
178,178,0.7948576168095106,0.8272138228941684,0.8292682926829268,0.8057884231536926,0.8060213414634146,334,85,85,467,971
179,179,0.810840405146455,0.8120950323974082,0.8112617309697602,0.8143712574850299,0.8126659082290482,334,85,85,467,971
180,180,0.8008681497558329,0.8142548596112311,0.8057630736392742,0.8029008543612159,0.8034398034398035,334,85,85,467,971
181,181,0.7982772992497916,0.8098290598290598,0.8063492063492064,0.8161309642643242,0.8085613499856993,334,85,85,467,971
182,182,0.7944052145573058,0.7985074626865671,0.8086225026288117,0.8053892215568862,0.8012475191380777,334,85,85,467,971
183,183,0.7896324739440482,0.8051391862955032,0.7539766702014846,0.8161290322580645,0.800343413145092,334,85,85,467,971
184,184,0.8063273727647868,0.7922077922077922,0.7846638655462185,0.8056388722255549,0.802796803652968,334,85,85,467,971
185,185,0.7893877551020408,0.8038585209003215,0.8208955223880597,0.8001593943016537,0.7985802176999527,334,85,85,467,971
186,186,0.8081541468863446,0.8440567066521265,0.8040468583599574,0.8036072144288577,0.8087657044212142,334,85,85,467,971
187,187,0.7994505494505495,0.8092243186582809,0.8089304257528557,0.8034393121375725,0.8030877060049252,334,85,85,467,971
188,188,0.8002724795640327,0.7933261571582346,0.8451612903225807,0.8001193317422435,0.8035426731078905,334,85,85,467,971
189,189,0.808690899152774,0.8133764832793959,0.7927736450584485,0.8047218887555022,0.8057957244655582,334,85,85,467,971
190,190,0.7991735537190082,0.8060344827586207,0.8290322580645161,0.8056006493506493,0.8054915514592934,334,85,85,467,971
191,191,0.8096013018714402,0.8014861995753716,0.7885228480340064,0.8130617136009587,0.8086413916989694,334,85,85,467,971
192,192,0.7988980716253443,0.7985074626865671,0.7880377754459601,0.7968031968031968,0.7968839065171955,334,85,85,467,971
193,193,0.8002186389723969,0.7921653971708379,0.816435432230523,0.8047030689517736,0.8030950346529954,334,85,85,467,971
194,194,0.808303148509334,0.7762162162162162,0.7577045696068013,0.8039761431411531,0.7988555078683834,334,85,85,467,971
195,195,0.7999453402569008,0.7954790096878364,0.7703703703703704,0.7961476725521669,0.7950936578872302,334,85,85,467,971
196,196,0.7978171896316507,0.7737459978655283,0.771578947368421,0.8065868263473054,0.7974815375875781,334,85,85,467,971
197,197,0.7968792773063236,0.8230277185501066,0.807855626326964,0.8166069295101553,0.8095689246802463,334,85,85,467,971
198,198,0.7861479028697572,0.8353067814854682,0.80343716433942,0.809410363311495,0.8031555935747553,334,85,85,467,971
199,199,0.803030303030303,0.80406852248394,0.7961783439490446,0.8044088176352705,0.8031622798712366,334,85,85,467,971
200,200,0.7909635274904736,0.8077753779697624,0.8340425531914893,0.8027440843109962,0.8018734033494181,334,85,85,467,971
201,201,0.7953667953667953,0.7832618025751072,0.8113207547169812,0.8068046159968165,0.8011956728031885,334,85,85,467,971
202,202,0.7960253933204526,0.7983193277310925,0.784796573875803,0.8196918150890534,0.806491528650295,334,85,85,467,971
203,203,0.8096280087527352,0.7881081081081082,0.8110151187904968,0.8059433585959314,0.8061020815511833,334,85,85,467,971
204,204,0.8054862842892768,0.7972103004291845,0.7762312633832976,0.7984387510008006,0.7987775761627351,334,85,85,467,971
205,205,0.8008776741634668,0.7937701396348013,0.8184782608695652,0.803333994840246,0.8029612756264237,334,85,85,467,971
206,206,0.8077759651984774,0.8174006444683136,0.8165429480381761,0.8039727126805778,0.8076119969627942,334,85,85,467,971
207,207,0.8182565789473685,0.8004291845493562,0.8067940552016986,0.8098775346316001,0.8116728553746548,334,85,85,467,971
208,208,0.8036792970895112,0.8102345415778252,0.7708553326293559,0.7981963927855712,0.7987068555671769,334,85,85,467,971
209,209,0.7850647561311657,0.8039003250270856,0.7950907150480256,0.8022066198595788,0.7957800267328623,334,85,85,467,971
210,210,0.7995660428532683,0.8032786885245902,0.8060021436227224,0.808767343655741,0.8048153787590407,334,85,85,467,971
211,211,0.7849139109046187,0.7828877005347593,0.7884210526315789,0.8106757297081167,0.7972691067703395,334,85,85,467,971
212,212,0.8018789720917381,0.8023758099352052,0.7933972310969116,0.8123243677238057,0.8061341486718899,334,85,85,467,971
213,213,0.8043779440288168,0.7927350427350427,0.7966280295047419,0.8133172399919534,0.8068800764452938,334,85,85,467,971
214,214,0.8057986870897156,0.7987012987012987,0.8029197080291971,0.8034578696343402,0.8038028568725759,334,85,85,467,971
215,215,0.8097840940147581,0.7902023429179978,0.8186638388123012,0.8046828096858115,0.806414879483773,334,85,85,467,971
216,216,0.8073344280240832,0.8042553191489362,0.7608465608465609,0.8141858141858141,0.8061456752655539,334,85,85,467,971
217,217,0.8084406686763497,0.787746170678337,0.8071654373024236,0.7985568250150331,0.8018283972954957,334,85,85,467,971
218,218,0.8016597510373444,0.8087912087912088,0.8151709401709402,0.8114148872480543,0.8081550802139037,334,85,85,467,971
219,219,0.792,0.7945945945945946,0.8035902851108765,0.8187450039968026,0.8060184744310066,334,85,85,467,971
220,220,0.7991254441104126,0.808487486398259,0.803347280334728,0.8092473979183347,0.8051282051282052,334,85,85,467,971
221,221,0.8001104362230812,0.8023255813953488,0.8057324840764332,0.8097815193425536,0.8054100390513382,334,85,85,467,971
222,222,0.8081331877729258,0.7806176783812566,0.8087774294670846,0.8023880597014925,0.8030231459612659,334,85,85,467,971
223,223,0.8084468664850136,0.7931034482758621,0.7970244420828906,0.807475884244373,0.8056110318592486,334,85,85,467,971
224,224,0.8051839464882943,0.7974137931034483,0.8300865800865801,0.8095143312101911,0.8087729357798165,334,85,85,467,971
225,225,0.8080087767416346,0.8103813559322034,0.7965738758029979,0.7966440271673991,0.8018043684710351,334,85,85,467,971
226,226,0.8020290649849191,0.8226872246696035,0.7919254658385093,0.8195219123505976,0.8112133573664738,334,85,85,467,971
227,227,0.8109070978350233,0.8106951871657754,0.8030139935414424,0.8129381133587021,0.8111555301732344,334,85,85,467,971
228,228,0.8065693430656934,0.8189563365282215,0.8021052631578948,0.8074148296593187,0.8076812565846183,334,85,85,467,971
